,Unnamed: 0,avg_rating,movie_id
5665,1167,2.88747571101,5667.0
7500,3002,1.8984962406,7502.0
7062,2564,3.03012610929,7064.0
13750,386,3.59478935698,13754.0
16272,2908,3.12057877814,16276.0
10552,1344,2.91495601173,10555.0
14931,1567,3.35188968335,14935.0
14974,1610,3.99178441163,14978.0
9550,342,2.74809575626,9553.0
11297,2089,2.796875,11300.0
1286,1286,2.92222222222,1287.0
4407,4407,2.05660377358,4408.0
8852,4354,3.55946361838,8854.0
4969,471,3.22617534943,4971.0
13092,3884,3.20069656073,13095.0
16851,3487,3.19102990033,16855.0
12374,3166,3.02884615385,12377.0
17644,4280,3.03330411919,17648.0
566,566,2.82222222222,567.0
14439,1075,3.49467707594,14443.0
12301,3093,3.332001997,12304.0
1727,1727,3.80816622373,1728.0
9211,3,2.40384615385,9214.0
13145,3937,2.39893617021,13148.0
10720,1512,2.15646258503,10723.0
2328,2328,3.69239243131,2329.0
10888,1680,3.24615384615,10891.0
13823,459,3.27496408708,13827.0
6857,2359,3.51175369458,6859.0
3497,3497,3.72268907563,3498.0
17153,3789,4.29508671622,17157.0
9715,507,3.07571801567,9718.0
7285,2787,3.40145985401,7287.0
9852,644,2.6388384755,9855.0
9118,4620,3.88596268239,9120.0
14444,1080,3.90625,14448.0
15778,2414,2.59663865546,15782.0
13604,240,3.87206266319,13608.0
9427,219,2.88510638298,9430.0
12106,2898,3.82008368201,12109.0
3620,3620,3.26153846154,3621.0
15979,2615,3.86016949153,15983.0
11231,2023,3.77970819735,11234.0
3369,3369,2.2905982906,3370.0
11763,2555,2.47222222222,11766.0
4076,4076,2.596875,4077.0
4362,4362,2.81465517241,4363.0
7475,2977,2.08035714286,7477.0
14691,1327,3.10743801653,14695.0
11904,2696,3.68865816796,11907.0
4079,4079,3.41731480301,4080.0
6545,2047,2.13563829787,6547.0
10275,1067,3.08216676811,10278.0
5041,543,3.97284345048,5043.0
4877,379,3.01282051282,4879.0
7128,2630,3.07808022923,7130.0
6353,1855,4.23100775194,6355.0
2378,2378,3.76730975348,2379.0
4153,4153,2.82075471698,4154.0
14919,1555,3.05730659026,14923.0
466,466,3.56303317536,467.0
12706,3498,3.03097345133,12709.0
16167,2803,3.57103141507,16171.0
3452,3452,3.88537136893,3453.0
5598,1100,3.57692307692,5600.0
5937,1439,3.47950819672,5939.0
5298,800,3.02135231317,5300.0
7934,3436,2.66203703704,7936.0
4584,86,3.37674637292,4586.0
11322,2114,3.47413260896,11325.0
8610,4112,2.91660110149,8612.0
3829,3829,3.14476458187,3830.0
6938,2440,3.31674208145,6940.0
206,206,2.86046511628,207.0
14588,1224,2.65217391304,14592.0
9466,258,2.64587600074,9469.0
6485,1987,4.06563706564,6487.0
14986,1622,3.89811840294,14990.0
5608,1110,3.48109965636,5610.0
11152,1944,3.5146009085,11155.0
6299,1801,2.79,6301.0
447,447,3.20105820106,448.0
17075,3711,2.69851976766,17079.0
11814,2606,3.37340619308,11817.0
4302,4302,2.1393442623,4303.0
7848,3350,4.0576281468,7850.0
13958,594,2.97216035635,13962.0
7038,2540,3.27756993996,7040.0
12217,3009,2.85695006748,12220.0
986,986,2.82105263158,987.0
2496,2496,3.09444444444,2497.0
7068,2570,3.92282878412,7070.0
4124,4124,3.05454545455,4125.0
9267,59,3.22738589212,9270.0
241,241,3.91115789474,242.0
13904,540,3.6443148688,13908.0
2858,2858,3.10027855153,2859.0
3245,3245,2.72693726937,3246.0
8081,3583,3.10666666667,8083.0
10466,1258,2.78082191781,10469.0
1568,1568,1.49775784753,1569.0
12755,3547,3.9923189466,12758.0
9366,158,2.84563758389,9369.0
5754,1256,2.79562043796,5756.0
14944,1580,3.75732899023,14948.0
9745,537,2.40253164557,9748.0
14358,994,3.11111111111,14362.0
13672,308,3.29942857143,13676.0
9496,288,3.68729641694,9499.0
7342,2844,3.37253289474,7344.0
3785,3785,2.6,3786.0
1885,1885,2.80918727915,1886.0
17193,3829,4.01892285298,17197.0
6047,1549,4.03153611394,6049.0
16829,3465,2.70705064548,16833.0
7919,3421,1.96787148594,7921.0
4448,4448,3.93523061825,4449.0
10273,1065,4.02586206897,10276.0
5879,1381,3.67017255546,5881.0
242,242,3.02521008403,243.0
3130,3130,3.32773109244,3131.0
5342,844,2.8250157928,5344.0
12538,3330,2.50770478508,12541.0
4888,390,3.34553730457,4890.0
16076,2712,3.07328605201,16080.0
16941,3577,2.37846153846,16945.0
17222,3858,2.41212121212,17226.0
15543,2179,2.75543478261,15547.0
12914,3706,3.08484848485,12917.0
15574,2210,3.55518405505,15578.0
7623,3125,2.88416578108,7625.0
11919,2711,4.03283696067,11922.0
9135,4637,2.53374233129,9137.0
6043,1545,2.31506849315,6045.0
5240,742,2.61627906977,5242.0
2062,2062,3.39791073124,2063.0
9411,203,3.44806094183,9414.0
13665,301,4.22359550562,13669.0
13787,423,2.95092592593,13791.0
17393,4029,3.84789915966,17397.0
14750,1386,3.06193853428,14754.0
13712,348,3.43564356436,13716.0
15643,2279,3.10733695652,15647.0
2921,2921,3.69533280032,2922.0
9048,4550,1.67441860465,9050.0
1442,1442,3.7550872093,1443.0
7645,3147,3.56414801684,7647.0
1929,1929,2.91244239631,1930.0
361,361,2.51321138211,362.0
5858,1360,2.80382165605,5860.0
961,961,3.0910543131,962.0
12398,3190,3.40704647676,12401.0
6245,1747,3.64445955133,6247.0
4518,20,3.67618867925,4520.0
2402,2402,3.91666666667,2403.0
3902,3902,3.70648780899,3903.0
135,135,2.975,136.0
1077,1077,2.58610271903,1078.0
2542,2542,2.83544303797,2543.0
16890,3526,3.49241274659,16894.0
3871,3871,4.0219941349,3872.0
9971,763,2.8949044586,9974.0
12480,3272,3.410041841,12483.0
10622,1414,3.358878383,10625.0
7250,2752,4.26720647773,7252.0
4059,4059,3.70812511568,4060.0
2404,2404,4.1438392385,2405.0
7850,3352,2.6389082899,7852.0
2911,2911,3.66522082019,2912.0
1088,1088,3.71195391263,1089.0
13266,4058,3.70110120608,13269.0
2144,2144,3.57042253521,2145.0
13534,170,2.75172413793,13538.0
3702,3702,3.21001246365,3703.0
2006,2006,2.74803149606,2007.0
3200,3200,3.49615384615,3201.0
12626,3418,3.5393258427,12629.0
1865,1865,2.99521817095,1866.0
11029,1821,3.14802631579,11032.0
11293,2085,2.59433962264,11296.0
10964,1756,3.03012048193,10967.0
6304,1806,2.8751950078,6306.0
7278,2780,3.3632034632,7280.0
15433,2069,4.45633955123,15437.0
10657,1449,3.62392344498,10660.0
16060,2696,3.29625,16064.0
12208,3000,4.05606337599,12211.0
2167,2167,3.77955911824,2168.0
16859,3495,2.92857142857,16863.0
10296,1088,3.60426540284,10299.0
4820,322,2.90350877193,4822.0
3399,3399,2.76033057851,3400.0
12096,2888,2.69965870307,12099.0
13417,53,3.51020408163,13421.0
472,472,4.03342937039,473.0
6312,1814,2.86384615385,6314.0
10835,1627,3.18584070796,10838.0
17122,3758,3.11881188119,17126.0
1533,1533,3.40689655172,1534.0
2066,2066,3.60026737968,2067.0
8385,3887,3.58777759085,8387.0
13183,3975,3.87421383648,13186.0
5832,1334,3.86705202312,5834.0
277,277,2.14457831325,278.0
17738,4374,2.80725907384,17742.0
16609,3245,1.85271317829,16613.0
14578,1214,3.22682445759,14582.0
17091,3727,3.57676348548,17095.0
11032,1824,2.94270833333,11035.0
13814,450,3.33387755102,13818.0
13494,130,2.80714285714,13498.0
3423,3423,2.38390804598,3424.0
7675,3177,3.41379310345,7677.0
7928,3430,2.12222222222,7930.0
7407,2909,3.01591248135,7409.0
10137,929,3.8319579895,10140.0
7106,2608,3.60416666667,7108.0
12304,3096,3.69107075293,12307.0
17147,3783,3.62186788155,17151.0
9772,564,1.93258426966,9775.0
2928,2928,2.46153846154,2929.0
4756,258,2.92349726776,4758.0
40,40,1.63440860215,41.0
5688,1190,3.05479452055,5690.0
11519,2311,3.932,11522.0
13670,306,3.30270906949,13674.0
12517,3309,3.1775147929,12520.0
11270,2062,2.91326530612,11273.0
8088,3590,3.8329015544,8090.0
5105,607,3.70417422868,5107.0
4298,4298,3.55772272008,4299.0
14648,1284,3.05787037037,14652.0
1342,1342,2.8320610687,1343.0
9801,593,2.60536398467,9804.0
6805,2307,3.82658137882,6807.0
9294,86,3.51136363636,9297.0
4729,231,2.82222222222,4731.0
15407,2043,3.77696969697,15411.0
17506,4142,1.77844311377,17510.0
270,270,3.10460251046,271.0
7970,3472,2.91642651297,7972.0
3604,3604,4.17096312927,3605.0
11581,2373,2.33907830648,11584.0
1751,1751,2.875,1752.0
13128,3920,3.09523809524,13131.0
13096,3888,3.59016393443,13099.0
122,122,2.83333333333,123.0
13401,37,2.75862068966,13405.0
17326,3962,3.43634239947,17330.0
15341,1977,2.95283540214,15345.0
16539,3175,3.89001009082,16543.0
15987,2623,3.47455734567,15991.0
2392,2392,4.06834532374,2393.0
3898,3898,3.67140319716,3899.0
10336,1128,3.43348623853,10339.0
16027,2663,2.90759075908,16031.0
10228,1020,3.72788988073,10231.0
3748,3748,2.75046382189,3749.0
9250,42,3.18128654971,9253.0
5359,861,3.24180327869,5361.0
14728,1364,3.80618425247,14732.0
15537,2173,2.58163265306,15541.0
15813,2449,3.72296395194,15817.0
15841,2477,2.13636363636,15845.0
15640,2276,3.60655737705,15644.0
5455,957,1.96396396396,5457.0
3419,3419,3.39027283511,3420.0
11128,1920,3.38745387454,11131.0
14277,913,3.68421052632,14281.0
451,451,2.89423868313,452.0
3217,3217,3.13091922006,3218.0
5207,709,3.24409448819,5209.0
16105,2741,3.08450704225,16109.0
5663,1165,3.45896032832,5665.0
17575,4211,2.67777777778,17579.0
365,365,3.49714285714,366.0
3181,3181,3.33092158152,3182.0
11290,2082,2.89045936396,11293.0
1826,1826,3.14229249012,1827.0
17681,4317,3.16880733945,17685.0
7534,3036,2.74688279302,7536.0
4140,4140,3.5417433605,4141.0
15797,2433,3.77064220183,15801.0
11958,2750,3.70535211268,11961.0
7947,3449,3.3900862069,7949.0
13234,4026,2.28662420382,13237.0
11780,2572,3.11284046693,11783.0
16714,3350,3.40658800393,16718.0
14764,1400,4.07537688442,14768.0
12832,3624,2.86829268293,12835.0
11083,1875,2.86451612903,11086.0
8659,4161,3.11842105263,8661.0
8330,3832,3.075,8332.0
10245,1037,2.5612244898,10248.0
15970,2606,3.84317448263,15974.0
12118,2910,2.93973634652,12121.0
7041,2543,4.10936855138,7043.0
16325,2961,3.58613170519,16329.0
17477,4113,2.97722007722,17481.0
2645,2645,1.78947368421,2646.0
11970,2762,2.76842105263,11973.0
16617,3253,3.18588235294,16621.0
5369,871,3.27450980392,5371.0
349,349,3.79582971329,350.0
882,882,3.56525573192,883.0
12790,3582,3.72072072072,12793.0
10577,1369,4.09872734285,10580.0
17481,4117,3.59280089989,17485.0
672,672,3.81681681682,673.0
3045,3045,4.38677354709,3046.0
12579,3371,3.86175025403,12582.0
5394,896,3.36007462687,5396.0
9887,679,3.43583535109,9890.0
5254,756,2.80891719745,5256.0
10863,1655,3.67579908676,10866.0
3333,3333,3.20650210716,3334.0
12223,3015,3.92191977077,12226.0
2168,2168,3.16078984485,2169.0
17518,4154,3.58488888889,17522.0
3628,3628,2.86448598131,3629.0
5176,678,3.78801843318,5178.0
12896,3688,3.05670103093,12899.0
8008,3510,3.37163814181,8010.0
2774,2774,3.28709122203,2775.0
6655,2157,3.26315789474,6657.0
5735,1237,3.01411290323,5737.0
11673,2465,3.07906976744,11676.0
262,262,3.98444444444,263.0
5987,1489,3.73298429319,5989.0
8106,3608,3.60216346154,8108.0
6181,1683,2.86231884058,6183.0
6133,1635,3.15094339623,6135.0
17573,4209,1.4,17577.0
6347,1849,3.33333333333,6349.0
16821,3457,3.65916968751,16825.0
12965,3757,3.23604060914,12968.0
8968,4470,4.10140148392,8970.0
14741,1377,3.31006006006,14745.0
13959,595,2.75598542679,13963.0
14905,1541,3.52690734228,14909.0
10082,874,2.92736486486,10085.0
2269,2269,2.85714285714,2270.0
12862,3654,2.9209486166,12865.0
8597,4099,3.49230769231,8599.0
613,613,3.08450704225,614.0
16228,2864,3.01808021039,16232.0
17280,3916,3.17857142857,17284.0
11643,2435,1.94642857143,11646.0
4190,4190,3.83582089552,4191.0
9802,594,3.72653799759,9805.0
16998,3634,3.68495215131,17002.0
5897,1399,3.53626747261,5899.0
14758,1394,2.7037037037,14762.0
9851,643,3.78609625668,9854.0
9871,663,3.10476190476,9874.0
10940,1732,3.76642335766,10943.0
14357,993,4.17529880478,14361.0
8334,3836,3.91674950298,8336.0
10782,1574,3.61615225486,10785.0
10252,1044,3.94745506928,10255.0
9682,474,3.23654850118,9685.0
6108,1610,3.66472938612,6110.0
11725,2517,3.56634304207,11728.0
5785,1287,3.93530672619,5787.0
17002,3638,3.05775075988,17006.0
5363,865,2.08759124088,5365.0
6726,2228,2.41132075472,6728.0
6583,2085,2.82357125919,6585.0
6964,2466,2.63244537564,6966.0
9183,4685,2.6904109589,9185.0
4080,4080,2.95454545455,4081.0
2056,2056,4.38007959782,2057.0
5310,812,3.55497382199,5312.0
9637,429,3.36082474227,9640.0
11744,2536,3.09016393443,11747.0
1573,1573,2.52158273381,1574.0
4386,4386,3.55424063116,4387.0
10849,1641,3.54817036593,10852.0
13829,465,2.74314214464,13833.0
17233,3869,2.896,17237.0
4111,4111,2.94350282486,4112.0
13546,182,3.13151563753,13550.0
17217,3853,2.56165967905,17221.0
6701,2203,1.96216216216,6703.0
11905,2697,2.78130942679,11908.0
694,694,2.84337349398,695.0
7985,3487,3.1677301732,7987.0
2153,2153,2.83414634146,2154.0
10629,1421,2.53703703704,10632.0
1006,1006,3.25471698113,1007.0
1169,1169,3.0556097561,1170.0
12070,2862,2.75648702595,12073.0
10777,1569,3.01739130435,10780.0
13190,3982,2.45772594752,13193.0
7420,2922,3.07196969697,7422.0
10853,1645,3.65266742338,10856.0
10327,1119,3.07070707071,10330.0
16549,3185,2.9009009009,16553.0
14616,1252,3.06722689076,14620.0
2845,2845,2.08695652174,2846.0
14626,1262,3.67901234568,14630.0
16191,2827,2.76978417266,16195.0
1227,1227,3.50147492625,1228.0
16582,3218,3.5,16586.0
10165,957,3.04434280814,10168.0
16524,3160,3.375,16528.0
17274,3910,2.73717948718,17278.0
14833,1469,2.9188034188,14837.0
6645,2147,3.00191204589,6647.0
2801,2801,2.9661971831,2802.0
6298,1800,3.40430107527,6300.0
14287,923,2.76991150442,14291.0
4847,349,3.63677606862,4849.0
5695,1197,3.0,5697.0
1867,1867,3.35766423358,1868.0
9326,118,3.51090023083,9329.0
610,610,2.03424657534,611.0
6126,1628,2.78064516129,6128.0
10042,834,2.95918367347,10045.0
9114,4616,3.57759941627,9116.0
6440,1942,1.87169811321,6442.0
1579,1579,3.07584597433,1580.0
8919,4421,2.60833333333,8921.0
13408,44,3.87811628216,13412.0
8802,4304,3.33864541833,8804.0
3002,3002,3.5291599786,3003.0
13597,233,3.09404990403,13601.0
2064,2064,2.24096385542,2065.0
14028,664,2.73469387755,14032.0
13622,258,2.99784017279,13626.0
4571,73,2.77173913043,4573.0
17761,4397,2.69968051118,17765.0
17046,3682,3.24631992149,17050.0
5905,1407,3.27299128751,5907.0
16047,2683,3.14835164835,16051.0
7084,2586,3.25480769231,7086.0
2476,2476,2.53400503778,2477.0
17170,3806,3.87531642657,17174.0
14105,741,3.60685989512,14109.0
1968,1968,3.99283424477,1969.0
12330,3122,3.6393442623,12333.0
2267,2267,2.94366197183,2268.0
4358,4358,3.03333333333,4359.0
9362,154,3.0,9365.0
13084,3876,3.25921154342,13087.0
13295,4087,3.39165622278,13298.0
13200,3992,3.01652452026,13203.0
11170,1962,3.38250805059,11173.0
14261,897,3.08720867791,14265.0
8835,4337,3.30612711477,8837.0
9021,4523,3.95086548864,9023.0
9780,572,2.25342465753,9783.0
15888,2524,3.94845360825,15892.0
11378,2170,2.55244755245,11381.0
17480,4116,3.17703349282,17484.0
16705,3341,3.51839352008,16709.0
3481,3481,3.93222891566,3482.0
4494,4494,3.47882736156,4495.0
7620,3122,3.63428571429,7622.0
13300,4092,3.11462450593,13303.0
10312,1104,2.47244094488,10315.0
8697,4199,3.53881030105,8699.0
5432,934,2.99512896505,5434.0
8046,3548,3.1129707113,8048.0
14074,710,3.4303030303,14078.0
14415,1051,3.43762993763,14419.0
16198,2834,2.39598997494,16202.0
8674,4176,3.37544757033,8676.0
8734,4236,3.41339429801,8736.0
10193,985,2.7345971564,10196.0
4367,4367,2.3,4368.0
2554,2554,2.85492227979,2555.0
17042,3678,3.51219512195,17046.0
10988,1780,3.16838921099,10991.0
12906,3698,3.71138211382,12909.0
14319,955,3.96894409938,14323.0
13773,409,2.50649350649,13777.0
1977,1977,2.44539249147,1978.0
13932,568,3.27516778523,13936.0
10332,1124,3.10948905109,10335.0
656,656,4.04507772021,657.0
9081,4583,2.66216216216,9083.0
8897,4399,3.52853598015,8899.0
6849,2351,2.0204778157,6851.0
17748,4384,2.99153737659,17752.0
6886,2388,2.27586206897,6888.0
7129,2631,3.52035726714,7131.0
152,152,2.7476635514,153.0
5689,1191,3.3828125,5691.0
467,467,3.51704047008,468.0
7719,3221,3.65671641791,7721.0
17425,4061,1.3967611336,17429.0
563,563,3.19575057737,564.0
9075,4577,3.63636363636,9077.0
13634,270,2.61483497788,13638.0
11099,1891,2.36405529954,11102.0
7146,2648,3.8,7148.0
16873,3509,2.93824228029,16877.0
16361,2997,3.53780252731,16365.0
9753,545,3.2915577449,9756.0
12276,3068,3.47460087083,12279.0
7014,2516,4.07086614173,7016.0
10700,1492,2.06666666667,10703.0
16702,3338,2.5546875,16706.0
7659,3161,4.10264075735,7661.0
4668,170,2.85598048581,4670.0
10973,1765,2.96721311475,10976.0
10645,1437,2.75925925926,10648.0
14407,1043,3.15506715507,14411.0
1948,1948,2.80107526882,1949.0
5790,1292,2.08527131783,5792.0
2430,2430,3.60866910867,2431.0
15755,2391,2.74807925596,15759.0
15475,2111,2.96728971963,15479.0
6876,2378,3.55844155844,6878.0
1268,1268,3.36559139785,1269.0
6295,1797,2.70068027211,6297.0
9076,4578,3.14285714286,9078.0
6115,1617,3.98902598967,6117.0
9145,4647,3.58511548332,9147.0
13923,559,3.94926706367,13927.0
16387,3023,2.87973640857,16391.0
12338,3130,3.55223880597,12341.0
310,310,3.57789410107,311.0
8592,4094,3.41708542714,8594.0
13892,528,3.11322645291,13896.0
7473,2975,3.62854471798,7475.0
13302,4094,1.98095238095,13305.0
11793,2585,3.40145985401,11796.0
9648,440,3.52459016393,9651.0
4920,422,2.40487804878,4922.0
272,272,3.36247541137,273.0
5422,924,2.91428571429,5424.0
12977,3769,3.67826086957,12980.0
13675,311,3.55445544554,13679.0
1041,1041,3.32825484765,1042.0
889,889,3.17877094972,890.0
16501,3137,3.20975609756,16505.0
11775,2567,3.15882352941,11778.0
9358,150,2.38235294118,9361.0
2641,2641,2.53588516746,2642.0
15996,2632,3.32978723404,16000.0
6210,1712,2.71287128713,6212.0
6918,2420,3.76407657658,6920.0
6503,2005,3.60145586897,6505.0
6470,1972,3.31687242798,6472.0
5673,1175,2.76875,5675.0
16481,3117,2.81920903955,16485.0
5148,650,3.46808510638,5150.0
6466,1968,3.05829596413,6468.0
6770,2272,3.63602941176,6772.0
10179,971,3.14552845528,10182.0
3237,3237,2.90784982935,3238.0
11153,1945,2.65759162304,11156.0
4971,473,3.43258426966,4973.0
8549,4051,2.85355648536,8551.0
14993,1629,3.49090909091,14997.0
3211,3211,3.75473321859,3212.0
9740,532,3.67209302326,9743.0
9330,122,2.32026143791,9333.0
13112,3904,3.5323968877,13115.0
7189,2691,2.28491620112,7191.0
113,113,3.36682242991,114.0
1509,1509,3.18952618454,1510.0
819,819,1.95555555556,820.0
1917,1917,3.13073336466,1918.0
44,44,2.96869033982,45.0
4623,125,1.69776876268,4625.0
12224,3016,2.87372013652,12227.0
4419,4419,3.19589516893,4420.0
5182,684,2.78201634877,5184.0
15284,1920,2.80152671756,15288.0
231,231,3.18267684887,232.0
2702,2702,2.67045454545,2703.0
7385,2887,3.67272727273,7387.0
2810,2810,3.85635359116,2811.0
17127,3763,3.05221653879,17131.0
4698,200,2.8892733564,4700.0
2716,2716,3.32110091743,2717.0
13972,608,2.48387096774,13976.0
9823,615,4.0942812983,9826.0
5657,1159,2.89393939394,5659.0
14976,1612,3.23208191126,14980.0
11994,2786,3.21951219512,11997.0
4924,426,3.18055555556,4926.0
16168,2804,3.63812886143,16172.0
2884,2884,2.32880844646,2885.0
3350,3350,2.98148148148,3351.0
14064,700,2.19565217391,14068.0
6847,2349,3.71970610813,6849.0
13144,3936,3.32124352332,13147.0
7972,3474,3.45189504373,7974.0
14238,874,3.27478970176,14242.0
1031,1031,3.83844526705,1032.0
12987,3779,1.7984496124,12990.0
355,355,3.06898395722,356.0
4426,4426,4.47369214533,4427.0
13987,623,2.76050420168,13991.0
2307,2307,2.99408284024,2308.0
16217,2853,3.645,16221.0
686,686,3.03759398496,687.0
12036,2828,2.93103448276,12039.0
3544,3544,2.86632825719,3545.0
5109,611,3.5664845173,5111.0
14359,995,3.89313181899,14363.0
8206,3708,2.94701986755,8208.0
10354,1146,4.1374187558,10357.0
15844,2480,3.58193195151,15848.0
11250,2042,2.87029288703,11253.0
3741,3741,4.0056807989,3742.0
10775,1567,4.29750661126,10778.0
13528,164,3.23786869648,13532.0
17676,4312,4.04057428215,17680.0
4881,383,3.27569396442,4883.0
12995,3787,3.35330578512,12998.0
17203,3839,3.57588847438,17207.0
1179,1179,3.97481865571,1180.0
13351,4143,1.49659863946,13354.0
14386,1022,2.93406593407,14390.0
12551,3343,3.2719665272,12554.0
10076,868,4.0,10079.0
2482,2482,2.4391025641,2483.0
4479,4479,3.4476744186,4480.0
8787,4289,3.05846153846,8789.0
14039,675,2.13372093023,14043.0
16491,3127,3.8042653309,16495.0
7580,3082,2.85057471264,7582.0
1420,1420,3.46172248804,1421.0
9388,180,2.4328358209,9391.0
15070,1706,2.50344827586,15074.0
7870,3372,3.30434782609,7872.0
